Абен
Върбан
Върбин
Вътко
Вътьо
Вътю
Въчко
Вячеслав
Вячислав
Габриел
Габър
Гавин
Гавраил
Гаврил
Гадьо
Гай
Гайко
Галабин
Галактион
Гален
Галентин
Галиен
Галимир
Галин
Галиян
Гани
Ганимир
Ганислав
Ганцомир
Ганчо
Ганьо
Гаро
Гатьо
Гацо
Гачо
Гвардиана
Гелемир
Генади
Генадий
Генислав
Генко
Гено
Генчо
Геньо
Гео
Геодар
Геодим
Геомил
Георги
Герасим
Герган
Гергей
Гергелюб
Гергин
Герго
Гердан
Герман
Геро
Герой
Герчо
Гетислав
Гетко
Гето
Гецо
Гечко
Гечо
Гешо
Гивеза
Гиздален
Гико
Гилдрой
Гина
Гинеслав
Гинчо
Гиньо
Гиню
Гиро
Гицимир
Гичо
Главомир
Глинка
Гневота
Гого
Годислав
Гойко
Гондо
Горазд
Горан
Гордан
Горин
Горка
Горки
Гороцвет
Горун
Горчо
Господин
Гоце
Гочо
Гошо
Градимир
Гранит
Грачко
Грегор
Гренлади
Григор
Гриша
Гроздан
Грозде
Гроздьо
Грозьо
Груд
Груди
Грудик
Грудко
Грудьо
Груйо
Груйчо
Грую
Гръби
Гуджо
Гунчо
Гуньо
Гуню
Гурко
Гутю
Гъдьо
Гълъб
Гълъбин
Гънчо
Гърби
Гъргурин
Гъчо
Гьока
Гюро
Дабко
Давид
Давидко
Дако
Далин
Дамян
Дамянка
Дан
Данаил
Даная
Дане
Дани
Даниел
Даниил
Данил
Данимил
Данимир
Данислав
Данко
Дано
Данчо
Дарен
Дари
Дариан
Дариел
Дарий
Даримир
Дарин
Даринил
Дарио
Дарко
Дафин
Дацо
Дачко
Дачо
Дашо
Даян
Деан
Деван
Дейвид
Делиан
Делислав
Делчо
Делян
Деляна
Демин
Демир
Демян
Дениз
Деника
Денимир
Денис
Денислав
Дениян
Денчо
Деньо
Дердидас
Десивил
Десилиан
Десимир
Десислав
Деслав
Деспин
Деспинка
Деспот
Детелин
Детелюб
Дечко
Дечо
Дечю
Дешо
Деян
Джанер
Джанко
Джихад
Джулиен
Диаманди
Диамантина
Диан
Дивизие
Дивизия
Дивил
Дидко
Диего
Дийвид
Дико
Дилян
Диман
Димас
Дими
Димислав
Димитраки
Димитриян
Димитър
Димиян
Димо
Димослав
Димчо
Динко
Динчо
Диньо
Диню
Дионис
Дичко
Дичо
Дишко
Диян
Доблестин
Добрен
Добри
Добриела
Добрил
Добрин
Добринейко
Добровест
Добродан
Добролюб
Добромил
Добромир
Доброслав
Добрян
Дован
Додю
Дойно
Дойчин
Дойчо
Доко
Доналд
Донке
Донко
Дончо
Доньо
Дориан
Дорислав
Дориян
Дорчо
Досислав
Досьо
Дота
Дочко
Дочо
Дошо
Драган
Драгия
Драгия
Драгни
Драгньо
Драгню
Драго
Драговест
Драгодан
Драгойчо
Драгомир
Драгослав
Драгостин
Драгоя
Драко
Дреко
Дренко
Дреньо
Дроздстой
Дрозунала
Дроплина
Дружемир
Друми
Друмчо
Дули
Дунчо
Духо
Духомир
Душко
Душо
Дъбан
Дъргадън
Дяко
Дянко
Евгени
Евгений
Евден
Евдоки
Евдокий
Евелин
Евилин
Евлампи
Евлоги
Евослав
Еврю
Евстати
Евстатий
Евстахий
Евтим
Егор
Едвин
Едислав
Едит
Еднорог
Едрю
Едуард
Еким
Ектар
Ектор
Елвис
Елеан
Електрон
Елемаг
Елен
Еленко
Елиан
Елиас
Елиезер
Елизабет
Елизар
Елин
Елисей
Елко
Елтимир
Ельо
Еманоил
Емануел
Емануил
Емил
Емилиан
Емилиян
Ендо
Енис
Енчо
Еньо
Еню
Ервин
Ередин
Еремия
Ерик
Ерол
Ерослав
Ерсен
Есен
Етиен
Ефка
Ецко
Ечко
Ечо
Жадомир
Жан
Жани
Жанко
Жарин
Жарко
Жарослав
Жасмин
Жеко
Желгъзко
Желез
Железин
Железчо
Желеслав
Желко
Жельо
Желю
Желяз
Желязко
Желян
Жерар
Жерминал
Жеслав
Жечко
Жечо
живен
Живко
Живо
Живодан
Живодар
Живомир
Жизел
Жирар
Житиян
Житомир
Жмунц
Жоан
Жоземир
Жозеф
Жонатан
Жорес
Жоржан
Жоржи
Жори
Жоро
Жосиян
Жулиан
Жулиен
Жулиет
Жулиян
Жульо
Заварин
Завен
Заим
Замфир
Занго
Занко
Заприн
Запрян
Зарко
Зафер
Зафир
Захар
Захари
Захарин
Захо
Звездан
Звезделюб
Звезден
Звездин
Звездислав
Звездиян
Звездолет
Звездомир
Згура
Згуро
Здравелин
Здравец
Здравин
Здравко
Здравомир
Здравчо
Зенгин
Зика
Зинко
Зинови
Златан
Злателиян
Злати
Златил
Златимир
Златин
Златиян
Златко
Златогор
Златозар
Златомир
Златослав
Златоцвет
Златьо
Золтан
Зоран
Зордан
Зорина
Зърлатан
Зюмбюл
Ибрахим
Ив
Ива
Иваело
Иваил
Ивайло
Ивалин
Иван
Иванил
Иванин
Иванко
Иванчо
Ивац
Иве
Ивел
Ивелин
Ивица
Ивиян
Ивката
Иво
Ивомир
Игнасий
Игнат
Игнатий
Игор
Игрил
Ида
Идеал
Изет
Изографил
Икар
Ико
Иларион
Иления
Илеомир
Илиан
Илийко
Илийчо
Илин
Илиомар
Илич
Илия
Илиян
Илко
Илчо
Имилиан
Ингемунд
Инко
Инокентий
Инчо
Иполит
Ириан
Ириней
Иринеус
Ириян
Ирко
Ирник
Исайа
Исак
Исидор
Искрен
Искър
Исперих
Истан
Истатко
Истилян
Исус
Итан
Итко
Ихтиандър
Ицо
Ичо
Иян
Йено
Йеремия
Йоаким
Йоан
Йов
Йован
Йовица
Йовко
Йово
Йовро
Йовцо
Йовчо
Йожи
Йозо
Йоил
Йоланд
Йолиан
Йолиян
Йолко
Йоло
Йони
Йонислав
Йонко
Йоно
Йончо
Йорго
Йордан
Йори
Йосив
Йосиф
Йостислав
Йотислав
Йотко
Йото
Йохан
Йоцо
Йошко
Йошо
Кабил
Кадаври
Казимир
Кайряк
Калин
Калистрат
Калиян
Калорекс
Калофер
Калоян
Калуди
Калчо
Кальо
Калю
Камели
Камелиян
Камен
Камил
Кандо
Кант
Кантонер
Каню
Капелан
Караман
Карамфил
Кардам
Кардан
Карел
Карен
Карим
Карин
Карло
Кармен
Каролин
Карчо
Касандър
Катакомб
Каталинка
Катерин
Кевин
Кеворк
Кери
Кибер
Кимба
Кимбо
Кимо
Кимон
Кимчо
Кин
Киприслав
Киприян
Кириен
Кирил
Кирко
Кирчо
Киряк
Киряки
Киряко
Кис
Кит
Кито
Китодар
Китомир
Клеантин
Клим
Климент
Кнут
Козма
Койно
Койо
Койчо
Коко
Кола
Коле
Колонина
Колчо
Кольо
Колю
Комнин
Кондьо
Коно
Константин
Конур
Корлев
Коста
Костадин
Костантин
Косьо
Косю
Которан
Котю
Коци
Коцилко
Коцо
Кочо
Крагила
Крайо
Кракамир
Крали
Кральо
Кранатин
Красен
Красимир
Красислав
Краснодар
Красномир
Крачун
Краю
Кремен
Креол
Кригер
Кринс
Крис
Криспин
Кристалин
Кристиан
Кристин
Кристислав
Кристиян
Кристофор
Кристян
Критко
Крум
Крути
Кръстан
Кръстиан
Кръстил
Кръстин
Кръстиян
Кръсто
Кръстомир
Кръстьо
Кръстю
Кубер
Кубрат
Кузма
Кузман
Кузо
Куйо
Куман
Кумба
Куни
Кунчо
Куньо
Куню
Купен
Куприян
Курп
Курти
Куртьо
Куто
Кучо
Къдрин
Къли
Кънчаа
Кънчо
Къти
Къци
Къцо
Кьни
Лаврен
Ладислав
Лазар
Лазарин
Лазе
Лазко
Лазо
Лако
Лалко
Лало
Лальо
Ламби
Ламбо
Ламбри
Ламбю
Ласкал
Ласкар
Ластър
Латин
Латко
Латьо
Латю
Лашко
Леандър
Лев
Левент
Левчо
Леко
Ленин
Ленко
Леон
Леонардо
Леонид
Лесе
Лефтер
Лечо
Лилко
Лило
Лилчо
Лилян
Лимон
Липе
Лихия
Личо
Ловчо
Лозан
Лозен
Лозодрен
Лоранс
Лоренцо
Лука
Лукан
Луко
Лули
Лулчо
Лусио
Лусия
Луциан
Лъв
Лъчезар
Льоти
Любаш
Любен
Любим
Любимо
Любин
Любмил
Любодраг
Любомир
Любосвет
Любослав
Людмил
Людоеб
Люлин
Люсиен
Люсиян
Люська
Люцкан
Мавро
Мавроди
Мавродия
Маг
Магдален
Магдалиян
Магич
Магриот
Магърдич
Мазен
Майер
Макарий
Макларън
Макс
Максим
Максимилиян
Максимилян
Малам
Маламир
Мален
Маленко
Малик
Малин
Маломир
Малчо
Мандолина
Маноел
Манол
Манолин
Маноло
Мантас
Мануил
Мануш
Манчо
Маньо
Маню
Марангони
Маргарин
Маргарит
Марек
Мариан
Марий
Марин
Маринел
Маринчо
Марио
Мариоллита
Мариочка
Маритна
Мариян
Марк
Марко
Маркус
Мартен
Мартин
Мартиниян
Марто
Маруш
Марчело
Маслина
Матей
Матьо
Матю
Махно
Машо
Медиан
Менко
Мено
Мерилин
Месак
Метакса
Методи
Методий
Мечо
Мидол
Микаел
Миклухо
Мико
Микрослав
Милабела
Милаван
Миладин
Милан
Миле
Милен
Милеслав
Милети
Милин
Милко
Мило
Милодар
Милодраг
Милокя
Миломир
Милор
Милослав
Милотин
Милош
Милтиади
Милтияди
Милуш
Милчо
Мильо
Миндо
Минко
Минчо
Миньо
Миодраг
Мир
Мирко
Миро
Миролюб
Мирон
Миросвет
Мирослав
Мирчо
Мит
Мита
Митко
Мито
Митран
Митрофан
Митрьо
Митър
Митьо
Митю
Михаил
Михал
Михала
Михалаки
Михо
Михтар
Мичо
Мишко
Мишо
Младелин
Младен
Модести
Моли
Момо
Момчил
Мончо
Моньо
Моню
Морган
Морен
Морун
Моско
Мою
Моян
Мрамор
Мскаидс
Мунчо
Муньо
Муню
Муравей
Мустафа
Мушо
Мъйно
Мъстък
Мюмюн
Надалин
Надарин
Надиян
Надо
Нажи
Найден
Найо
Найчо
Наке
Нако
Нанко
Нанков
Нано
Нансимир
Нанчо
Наню
Нарцислав
Наско
Настимир
Настрадин
Натанаил
Нати
Натко
Наум
Нафисат
Нафтали
Нацко
Нацо
Начиян
Начко
Начо
Невелин
Невен
Невенко
Невилиян
Невян
Негослав
Неделин
Неделко
Неделчо
Недислав
Недко
Недолюб
Недьо
Недю
Недялко
Нейко
Нейчо
Нелко
Нелчо
Нене
Ненко
Нено
Ненсислав
Ненчо
Неокли
Нерес
Нестимир
Нестислав
Нестор
Нетко
Нецко
Нечко
Нечо
Нешко
Нешо
Нещялко
Нещян
Нивел
Нивелин
Ниделин
Ники
Никифор
Никихор
Никиян
Нико
Никодим
Никола
Николай
Николас
Николин
Николчо
Никополус
Никослав
Никотиана
Никотин
Никула
Никълъс
Нини
Нинко
Нино
Нинослав
Нинуш
Нистор
Нит
Ничо
Ноа
Новак
Новица
Новко
Нойо
Нонко
Нооб
Нури
Нягослав
Нягул
Нягъл
Обретен
Обретим
Ованес
Огин
Огнемир
Огнен
Огнян
Океан
Олег
Олек
Олимпи
Омуртаг
Оник
Онуфри
Ончо
Орел
Орлин
Ортодокси
Орфей
Орхидей
Орце
Оскар
Оханес
Павел
Павелин
Павил
Павко
Павлик
Павлин
Павлинчо
Павломир
Паисий
Пако
Палми
Палмиро
Панаври
Панай
Панайот
Панде
Панделис
Пане
Пано
Панталей
Пантелей
Пантер
Панто
Пантю
Панчо
Паолина
Параскев
Параход
Парашкев
Парашкеван
Паруш
Паскал
Паско
Паспанахил
Пато
Патрик
Патьо
Паулин
Паун
Пацо
Пачо
Пашо
Пейко
Пейо
Пейодон
Пейтан
Пейчин
Пейчо
Пеко
Пелай
Пеле
Пене
Пени
Пенко
Пенчин
Пенчо
Пеньо
Пеню
Пео
Пепино
Пепислав
Пепо
Перикъл
Персиан
Персиана
Персиян
Перчо
Петкан
Петко
Пето
Петраки
Петран
Петрана
Петринел
Петрозар
Петромил
Петромир
Петрослав
Петросян
Петър
Петьо
Пеци
Печо
Пешко
Пею
Пимен
Пин
Пипо
Пирин
Пирло
Пишлимарко
Пламен
Планимир
Пол
Полимен
Полимир
Пончо
Пордим
Поролин
Потник
Правдолюб
Правдомил
Правдомир
Православ
Пресиан
Пресиян
Преслав
Пресо
Примо
Прино
Продан
Пройко
Пройно
Пройо
Пройчо
Прокопи
Прокопий
Пролетсин
Прошко
Пръвчо
прьцко
Психомир
Пульо
Пушо
Пън
Първан
Първолет
Пъро
Пъцко
Рагнар
Рад
Радалия
Радан
Ради
Радивой
Радик
Радил
Радимир
Радин
Радион
Радичко
Радко
Радмил
Радню
Радо
Радовей
Радоил
Радой
Радомил
Радомир
Радосвет
Радослав
Радостин
Радул
Радулона
Радуш
Развигор
Разум
Разцвет
Райко
Райно
Райо
Райчин
Райчо
Рале
Ралин
Ралчо
Рами
Рангел
Рандю
Ранчо
Расате
Ратослав
Рафаил
Рачко
Рачо
Рашко
Рашо
Раю
Раян
Реан
Рем
Рикардо
Риналдо
Рис
Ристя
Ричард
Ричерд
Роберт
Роберто
Робин
Робърт
Рогелин
Рогелина
Рогена
Родан
Родион
Розалин
Розин
Розоцвет
Ройо
Роксан
Роман
Ромел
Ромелина
Ромен
Ромео
Ромил
Ромул
Росен
Росенка
Росимир
Росицвет
Роска
Роско
Ростимир
Ростислав
Рою
Рубен
Рубин
Рубрян
Руденко
Ружди
Ружко
Румен
Румениге
Румил
Румцайс
Рупен
Русалин
Русан
Руси
Русин
Русислав
Русияна
Руско
Руслан
Рустислав
Рушен
Руши
Ръбен
Сава
Саве
Сави
Савин
Савко
Саво
Савчо
Саламбой
Самер
Сами
Самуил
Санде
Сандо
Сандро
Сандьо
Сандю
Сани
Сантипа
Сасо
Сашко
Сашо
Сватомир
Свежен
Светко
Светлан
Светли
Светлин
Светлозар
Светломир
Светлю
Светозар
Светослав
Свилен
Себастиан
Себахтин
Севан
Севар
Севастин
Севдалин
Севдан
Севелин
Северин
Седевчо
Седеф
Седефчо
Селен
Сенко
Серафим
Сергей
Сеслав
Сивен
Сиви
Сивко
Сидер
Сидония
Сидор
Сиен
Силаги
Силан
Силвестър
Силвио
Силвиян
Силен
Силян
Симеон
Симо
Сирман
Слав
Славдо
Славе
Славей
Славейко
Славен
Слави
Славил
Славин
Славко
Славолюб
Славомир
Славотин
Славчо
Славян
Сладун
Слап
Слевин
Словомир
Слънчо
Смарагди
Смилен
Смилец
Смилко
Смилян
Снежан
Снежин
Сокол
Солидар
Сотир
Спадун
Спартак
Спас
Спасен
Спасимир
Спасиян
Спилко
Спиридон
Спиро
Сребрин
Сребро
Сребрьо
Сребрю
Сретен
Ставри
Ставро
Стайко
Сталин
Сталмир
Стамат
Стамболин
Стамен
Стан
Станачко
Станил
Станимир
Станислав
Станислас
Станицвет
Станке
Станко
Станкул
Станой
Станоя
Станчо
Станьо
Станю
Стати
Статул
Стафетко
Стелиан
Стелиян
Стеломир
Стелян
Стенли
Стефан
Стефко
Стийко
Стилиан
Стилианко
Стилиян
Стоил
Стоилко
Стоимен
Стоимир
Стоичко
Стойко
Стоймир
Стойне
Стойно
Стойо
Стойчо
Столина
Столипен
Стоман
Стоног
Стою
Стоядин
Стоян
Стоянислав
Стоянчо
Стоятел
Страти
Стратимир
Стратия
Страхил
Страхомир
Страцимир
Страшимир
Стрезо
Стъко
Сульо
Съби
Събилян
Събимир
Събин
Събо
Съботин
Събчо
Съвестин
Съйко
Съни
Съню
Сърдечко
Съчко
Сяро
Тако
Тальо
Тамалай
Танас
Тане
Танко
Тано
Танчо
Таньо
Тарапонти
Тарелко
Тарзан
Тасим
Таско
Татян
Тафо
Тачо
Ташко
Ташо
Тедислав
Тезей
Телериг
Темелаки
Темелко
Теменуг
Тенимир
Тенислав
Тенко
Тенчо
Теньо
Тео
Теодор
Теодорин
Теодоси
Теодосий
Теодослав
Теодостин
Теофан
Теофил
Теохар
Тервел
Тигрони
Тило
Тильо
Тимо
Тимон
Тимотей
Тимчо
Тинко
Тино
Тинчо
Тиодор
Тихо
Тихол
Тихомир
Тихон
Тихослав
Тишо
Тоде
Тодомирка
Тодор
Тодораки
Тодорин
Тодорина
Токимир
Толек
Толю
Тома
Томас
Томен
Томи
Томинка
Томислав
Томо
Тоне
Тони
Тонимир
Тонислав
Тонко
Тончо
Тоньо
Топалко
Тополко
Тотко
Тотьо
Тотю
Тоцо
Тошко
Тошо
Трайко
Трайчо
Трандафор
Транули
Траян
Трендаф
Трендафил
Трифон
Трошан
Трошо
Троян
Труд
Тръндьо
Тръпко
Тудор
Тундертор
Тупадин
Туфчо
Тяна
Тянко
Уалид
Уве
Угрин
Удрен
Узум
Узун
Уинс
Ума
Унгум
Унуфри
Унчо
Уржум
Урман
Урюк
Усо
Ути
Фабиана
Фазан
Факла
Фатик
Фатима
Фачо
Феб
Феди
Федя
Феликс
Феодор
Ферарио
Ферго
Фердинанд
Фидан
Фидел
Фийчо
Филатей
Фили
Филидан
Филимон
Филион
Филип
Филипас
Филипопол
Филко
Филомир
Филчо
Фильо
Финдо
Финдол
Фиро
Фирчо
Фичо
Флори
Флориан
Флорин
Флоро
Фори
Фосил
Фотин
Франк
Франц
Францислав
Фрацил
Фреди
Фродо
Фуго
Фуко
Фъстък
Фътьо
Фьодор
Хавтелин
Ханко
Хараламби
Харалампи
Харалан
Хари
Харизан
Харитии
Харитон
Хасан
Хасатин
Хачо
Хвойне
Хебър
Хектор
Хераклит
Хернани
Херодот
Хефестион
Химинай
Хинко
Хино
Хитко
Хороз
Храбрин
Храбър
Хранимир
Хранко
Хрелко
Хрельо
Хрисим
Хрисимир
Хрисо
Христалин
Христивилин
Христилиан
Христилин
Християн
Христо
Христодор
Христозар
Христомил
Христомир
Христоско
Христослав
Христофор
Хрисчо
Хрондел
Хрусан
Хубав
Хубавен
Хубан
Хубен
Хърсо
Цако
Цалко
Цана
Цани
Цанизар
Цанимир
Цанислав
Цанко
Цано
Цаню
Царимир
Цачо
Цветай
Цветалин
Цветан
Цветелин
Цветемир
Цветенин
Цвети
Цветил
Цветилен
Цветин
Цветиян
Цветко
Цветлин
Цветозар
Цветолюб
Цветомил
Цветомир
Цветослав
Цвръцлю
Цвятко
Цезар
Цеко
Целофан
Цени
Ценислав
Ценко
Цено
Ценослав
Цецко
Цецомир
Цикулин
Цило
Цильо
Цоко
Цоло
Цона
Цоне
Цони
Цонко
Цоньо
Цоню
Цоцо
Цочо
Цъки
Чавдар
Чанкете
Чанко
Чано
Чаньо
Чаню
Чардафон
Чародей
Чауш
Чачо
Чвор
Чедомир
Ченко
Ченю
Чепо
Чернобил
Черноризец
Черньо
Чийо
Чико
Чило
Чонар
Чони
Чоно
Чоньо
Чоню
Чора
Чочо
Чочомир
Чубрик
Чуде
Чудо
Чудомир
Чудослав
Чук
Шабан
Шамо
Шанко
Шаноу
Шаро
Шейна
Шеки
Шенко
Шенол
Шибил
Шидер
Шильо
Шинко
Шино
Шипчан
Ширко
Шишман
Шкодри
Шмильо
Шпилко
Шпиньо
Шушо
Щедрин
Щедю
Щеки
Щено
Щеню
Щерион
Щериян
Щерко
Щеро
Щерьо
Щерю
Щилиян
Щильон
Щилян
Щирян
Щоно
Щтърбан
Щтъркан
Щурк
Щурчо
Щърбан
Щъркан
Ъглен
Ълен
Ърнест
Ъруин
Ърчо
Юги
Юли
Юлиан
Юлий
Юлиян
Юрдан
Юри
Юрий
Юстин
Юстиниан
Яблен
Явислав
Явлен
Явона
Явор
Яго
Ягодин
Язо
Яким
Яко
Якоб
Яков
Якослав
Ямболен
Ян
Янадин
Янаки
Янакин
Яначко
Яне
Янег
Янедин
Янек
Янеслав
Яни
Яниел
Яник
Янимир
Янис
Янислав
Яничко
Янко
Янкул
Янкуп
Яно
Яномил
Янтар
Януш
Янцислав
Янче
Янчо
Ярно
Яромир
Ярослав
Ярце
Ярчо
Яръм
Ярю
Ясен
Ясер
Ястреб
Ятан
Яцо
Ячко
Ячо
Яшар
Яшка
Яшо
Яшон
